school,DBN,district,lat,long,address,City,zip,commSchool,eni,income,pctELL,pctAsian,pctBlack,pctHispanic,pctBlackHispanic,pctWhite,pctAttend,pctAbsentChronic,pctRigor,ratingRigor,pctCollab,ratingCollab,pctSupp,ratingSupp,pctLeader,ratingLeader,pctCommunity,ratingCommunity,pctTrust,ratingTrust,Student Achievement Rating,avgELA,avgMath,elaAll,elaAll4,elaBlack,elaHispanic,elaAsian,elaWhite,mathAll,mathAll4,mathBlack,mathHispanic,mathAsian,mathWhite,enroll,registered,took,regPct,tookPct,yield,academicScore,quantRigor,quantCollab,quantSupp,quantLeader,quantCommunity,quantTrust,pctELA4,pctELABlack,pctELAHispanic,pctELAAsian,pctELAWhite,pctMath4,pctMathBlack,pctMathHispanic,pctMathAsian,pctMathWhite,URM4
SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),84K752,13,40.696738,-73.976039,"101 PARK AVE-3RD FL BROOKLYN, NY 11205",BROOKLYN,11205,No,NA,47993.87,0.06,0.01,0.67,0.24,0.91,0.06,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6),84K756,17,40.67349,-73.951131,"801 PARK PL-4TH FL BROOKLYN, NY 11216",BROOKLYN,11216,No,NA,42721.54,0.02,0.02,0.89,0.06,0.95,0.02,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
UNITY PREP CHARTER SCHOOL,84K757,13,40.686208,-73.940924,"432 MONROE ST BROOKLYN, NY 11221",BROOKLYN,11221,No,0.739,NA,0.04,0.02,0.78,0.17,0.95,0.01,0.94,0.21,0.81,Approaching Target,0.87,Meeting Target,0.89,Meeting Target,0.87,Meeting Target,0.83,Meeting Target,0.92,Meeting Target,Meeting Target,2.26,2.32,108,5,4,1,0,0,108,3,0,1,0,0,NA,NA,NA,NA,NA,NA,4.58,2,3,3,3,3,3,0.046296296296296294,0.8,0.2,0,0,1,0,0.3333333333333333,0,0,6
BROOKLYN URBAN GARDEN CHARTER SCHOOL,84K758,15,40.656204,-73.982638,"500 19TH ST BROOKLYN, NY 11215",BROOKLYN,11215,No,0.485,NA,0.03,0.07,0.33,0.33,0.66,0.23,0.96,0.08,0.75,Approaching Target,0.82,Meeting Target,0.83,Meeting Target,0.85,Meeting Target,0.88,Exceeding Target,0.89,Meeting Target,Approaching Target,2.53,2.5,106,7,1,1,1,3,68,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.029999999999999,2,3,3,3,4,3,0.0660377358490566,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,NaN,NaN,NaN,NaN,NaN,2
CANARSIE ASCEND CHARTER SCHOOL,84K759,18,40.644209,-73.900824,"9719 FLATLANDS AVE BROOKLYN, NY 11236",BROOKLYN,11236,No,NA,53389.56,0,0,0.91,0.06,0.97,0,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,84K769,19,40.667817,-73.898173,"330 ALABAMA AVE BROOKLYN, NY 11207",BROOKLYN,11207,No,0.801,30822.3,0.09,0.01,0.71,0.27,0.98,0.01,0.94,0.25,0.79,Not Meeting Target,0.69,Approaching Target,0.83,Approaching Target,0.63,Approaching Target,0.86,Meeting Target,0.83,Approaching Target,Approaching Target,2.4,2.48,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.88,1,2,2,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,84K774,19,40.676982,-73.883838,"350 LINWOOD ST BROOKLYN, NY 11208",BROOKLYN,11208,No,0.748,36379.99,0.07,0.04,0.68,0.26,0.94,0.01,0.98,0.02,0.83,Approaching Target,0.86,Meeting Target,0.92,Exceeding Target,0.81,Meeting Target,0.95,Exceeding Target,0.92,Meeting Target,Meeting Target,2.52,2.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.42,2,3,4,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,84K775,23,40.672333,-73.906225,"51 CHRISTOPHER AVE BROOKLYN, NY 11212",BROOKLYN,11212,No,0.745,37886.74,0.03,0,0.84,0.13,0.96,0.01,0.95,0.16,0.96,Exceeding Target,0.95,Exceeding Target,0.87,Meeting Target,0.91,Exceeding Target,0.9,Exceeding Target,0.91,Meeting Target,Exceeding Target,2.89,3.59,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.48,4,4,3,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
OCEAN HILL COLLEGIATE CHARTER SCHOOL,84K777,23,40.678113,-73.915211,"1137 HERKIMER ST-2ND FL BROOKLYN, NY 11233",BROOKLYN,11233,No,0.682,NA,0.01,0.01,0.88,0.06,0.94,0.01,0.97,0,0.93,Exceeding Target,0.92,Exceeding Target,0.84,Meeting Target,0.9,Exceeding Target,0.87,Exceeding Target,0.92,Meeting Target,Meeting Target,2.63,3,70,7,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.63,4,4,3,4,4,3,0.1,0.7142857142857143,0,0,0,NaN,NaN,NaN,NaN,NaN,5
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,84K780,13,40.678584,-73.96634,"80 UNDERHILL AVE BROOKLYN, NY 11238",BROOKLYN,11238,No,0.627,NA,0.02,0.01,0.82,0.09,0.9,0.01,0.97,0.04,0.89,Meeting Target,0.92,Exceeding Target,0.83,Meeting Target,0.87,Meeting Target,0.86,Exceeding Target,0.93,Meeting Target,Meeting Target,2.6,2.74,62,13,10,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.34,3,4,3,3,4,3,0.20967741935483872,0.7692307692307693,0,0,0,NaN,NaN,NaN,NaN,NaN,10
BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,84K782,16,40.694681,-73.937742,"82 LEWIS AVE BROOKLYN, NY 11206",BROOKLYN,11206,No,0.789,33933.08,0.08,0,0.62,0.35,0.98,0.01,0.95,0.19,0.84,Approaching Target,0.82,Approaching Target,0.82,Meeting Target,0.74,Approaching Target,0.84,Meeting Target,0.86,Approaching Target,Approaching Target,2.4,2.53,46,2,1,1,0,0,46,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.93,2,2,3,2,3,2,0.043478260869565216,0.5,0.5,0,0,NaN,NaN,NaN,NaN,NaN,2
IMAGINE ME LEADERSHIP CHARTER SCHOOL,84K785,19,40.660065,-73.883496,"818 SCHENCK AVE BROOKLYN, NY 11207",BROOKLYN,11207,No,0.68,38872.33,0,0,0.87,0.11,0.98,0.01,0.94,0.18,0.93,Exceeding Target,0.98,Exceeding Target,0.93,Exceeding Target,0.9,Exceeding Target,0.91,Exceeding Target,0.97,Exceeding Target,Meeting Target,2.4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.199999999999999,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
BROOKLYN DREAMS CHARTER SCHOOL,84K791,22,40.632144,-73.969817,"259 PARKVILLE AVE BROOKLYN, NY 11230",BROOKLYN,11230,No,0.604,47496.34,0.07,0.21,0.59,0.16,0.75,0.03,0.94,0.15,0.93,N/A,0.9,N/A,0.95,N/A,0.84,N/A,0.88,N/A,0.95,N/A,Approaching Target,2.48,2.83,53,1,0,0,0,0,55,4,3,0,1,0,NA,NA,NA,NA,NA,NA,5.3100000000000005,0,0,0,0,0,0,0.018867924528301886,0,0,0,0,1,0.75,0,0.25,0,3
THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,84K792,18,40.654135,-73.908199,"1400 LINDEN BLVD BROOKLYN, NY 11212",BROOKLYN,11212,No,0.447,52497.57,0,0.01,0.9,0.07,0.97,0.01,0.96,0.06,0.86,Approaching Target,0.9,Meeting Target,0.87,Meeting Target,0.79,Meeting Target,0.9,Exceeding Target,0.96,Exceeding Target,Approaching Target,2.36,2.45,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.8100000000000005,2,3,3,3,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
BUSHWICK ASCEND CHARTER SCHOOL,84K793,32,40.693686,-73.90903,"751 KNICKERBOCKER AVE BROOKLYN, NY 11221",BROOKLYN,11221,No,0.76,40604.74,0.18,0.01,0.25,0.72,0.97,0.01,0.96,0.05,0.8,Approaching Target,0.68,Approaching Target,0.89,Meeting Target,0.64,Approaching Target,0.83,Approaching Target,0.84,Approaching Target,Approaching Target,2.45,2.71,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.16,2,2,3,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NEW HOPE ACADEMY CHARTER SCHOOL,84K797,18,40.643727,-73.922256,"475 E 57TH ST-3RD FL BROOKLYN, NY 11203",BROOKLYN,11203,No,0.555,53258.58,0,0,0.97,0.02,0.98,0.01,1,0.01,0.91,Meeting Target,0.89,Meeting Target,0.92,Exceeding Target,0.87,Meeting Target,0.91,Exceeding Target,0.95,Exceeding Target,Approaching Target,2.47,2.63,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.1,3,3,4,3,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
BROOKLYN LAB CHARTER SCHOOL,84K803,13,40.698516,-73.986971,"240 JAY ST BROOKLYN, NY 11201",BROOKLYN,11201,No,0.639,NA,0.02,0.02,0.7,0.19,0.89,0.05,0,1,0.83,N/A,0.88,N/A,0.78,N/A,0.86,N/A,0.79,N/A,0.88,N/A,N/A,2.63,2.57,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.199999999999999,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,84M065,5,40.810555,-73.948862,"250 W 127TH ST NEW YORK, NY 10027",NEW YORK,10027,No,0.755,NA,0.06,0,0.66,0.31,0.98,0.01,0.94,0.19,0.97,Exceeding Target,0.99,Exceeding Target,0.88,Exceeding Target,0.97,Exceeding Target,0.83,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.6,2.82,108,16,10,4,0,0,85,3,0,3,0,0,113.4,38.8,18.8,0.0034215167548500903,0.00165784832451499,0.48453608247422686,5.42,4,4,4,4,3,4,0.14814814814814814,0.625,0.25,0,0,1,0,1,0,0,17
KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,84M068,6,40.839408,-73.935772,"21 JUMEL PL-RM D109 NEW YORK, NY 10032",NEW YORK,10032,No,0.78,NA,0.13,0,0.12,0.86,0.99,0.01,0.96,0.08,0.91,Meeting Target,0.96,Exceeding Target,0.9,Exceeding Target,0.92,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Exceeding Target,2.56,2.86,98,10,2,8,0,0,98,27,2,25,0,0,NA,NA,NA,NA,NA,NA,5.42,3,4,4,4,4,4,0.10204081632653061,0.2,0.8,0,0,1,0.07407407407407407,0.9259259259259259,0,0,37
MANHATTAN CHARTER SCHOOL II,84M080,1,40.713343,-73.986069,"220 HENRY ST NEW YORK, NY 10002",NEW YORK,10002,No,0.733,34019.94,0.09,0.06,0.26,0.63,0.89,0.02,0.92,0.31,0.93,N/A,0.89,N/A,0.97,N/A,0.87,N/A,0.83,N/A,0.94,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
GLOBAL COMMUNITY CHARTER SCHOOL,84M085,5,40.817192,-73.935438,"2350 5TH AVE NEW YORK, NY 10037",NEW YORK,10037,No,0.789,34892.3,0.15,0.01,0.28,0.69,0.97,0.01,0.94,0.72,0.89,N/A,0.79,N/A,0.93,N/A,0.73,N/A,0.88,N/A,0.86,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,84M100,5,40.80758,-73.947377,"132 W 124TH ST NEW YORK, NY 10027",NEW YORK,10027,No,0.741,36111.12,0.04,0.01,0.55,0.4,0.95,0.03,0.96,0.05,0.97,N/A,0.96,N/A,0.99,N/A,0.94,N/A,0.95,N/A,0.99,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,84M168,4,40.793747,-73.948572,"1573 MADISON AVE-RM 320 NEW YORK, NY 10029",NEW YORK,10029,No,NA,30958.57,0.11,0.04,0.28,0.63,0.92,0.03,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),84M170,2,40.763999,-73.990835,"439 W 49TH ST-2ND FL NEW YORK, NY 10019",NEW YORK,10019,No,NA,70655.41,0.07,0.14,0.16,0.52,0.68,0.16,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),84M174,2,40.735324,-73.987081,"40 IRVING PL-2ND FL NEW YORK, NY 10003",NEW YORK,10003,No,NA,86857.5,0.02,0.19,0.2,0.21,0.41,0.35,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
HARLEM HEBREW LANGUAGE CHARTER SCHOOL,84M186,3,40.804844,-73.953075,"147 ST NICHOLAS AVE NEW YORK, NY 10026",NEW YORK,10026,No,NA,50890.96,0.09,0.01,0.32,0.3,0.62,0.34,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
GREAT OAKS CHARTER SCHOOL,84M202,1,40.719935,-73.991656,"38 DELANCEY ST-3RD FL NEW YORK, NY 10002",NEW YORK,10002,No,0.707,NA,0.07,0.22,0.24,0.52,0.75,0.02,0.95,0.15,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,Meeting Target,2.37,2.85,64,11,0,6,4,0,64,9,0,1,8,0,NA,NA,NA,NA,NA,NA,5.220000000000001,0,0,0,0,0,0,0.171875,0,0.5454545454545454,0.36363636363636365,0,1,0,0.1111111111111111,0.8888888888888888,0,7
THE OPPORTUNITY CHARTER SCHOOL,84M279,3,40.801651,-73.955295,"240 W 113TH ST-4TH FL NEW YORK, NY 10026",NEW YORK,10026,No,0.758,NA,0.09,0.01,0.56,0.42,0.98,0,0.93,0.22,0.79,Approaching Target,0.69,Approaching Target,0.79,Meeting Target,0.7,Approaching Target,0.77,Meeting Target,0.82,Approaching Target,Approaching Target,2.13,2.01,69,1,1,0,0,0,67,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.14,2,2,3,2,3,2,0.014492753623188406,1,0,0,0,NaN,NaN,NaN,NaN,NaN,1
HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,84M284,5,40.812589,-73.948156,"245 W 129TH ST NEW YORK, NY 10027",NEW YORK,10027,No,0.768,33937.49,0.02,0,0.85,0.12,0.97,0,0.95,0.13,0.85,Approaching Target,0.8,Approaching Target,0.87,Exceeding Target,0.78,Approaching Target,0.82,Approaching Target,0.89,Meeting Target,Meeting Target,2.51,2.91,75,4,4,0,0,0,75,9,8,0,0,0,80.57142857142857,5.285714285714286,3.4285714285714284,6.560283687943259e-4,4.25531914893617e-4,0.6486486486486486,5.42,2,2,4,2,2,3,0.05333333333333334,1,0,0,0,1,0.8888888888888888,0,0,0,12
MANHATTAN CHARTER SCHOOL,84M320,1,40.71823,-73.984082,"100 ATTORNEY ST NEW YORK, NY 10002",NEW YORK,10002,No,0.733,34629.03,0.06,0.03,0.2,0.71,0.9,0.03,0.94,0.17,0.92,Meeting Target,0.94,Exceeding Target,0.97,Exceeding Target,0.88,Exceeding Target,0.89,Meeting Target,0.97,Exceeding Target,Exceeding Target,2.51,3.03,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.539999999999999,3,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
HARLEM LINK CHARTER SCHOOL,84M329,3,40.798495,-73.949849,"20 W 112TH ST-RM 357 NEW YORK, NY 10026",NEW YORK,10026,No,0.776,38746.8,0.04,0,0.59,0.36,0.95,0.04,0.95,0.15,0.82,Approaching Target,0.84,Meeting Target,0.84,Meeting Target,0.81,Meeting Target,0.88,Meeting Target,0.94,Exceeding Target,Approaching Target,2.25,2.45,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.7,2,3,3,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,84M330,1,40.71987,-73.977376,"442 E HOUSTON ST-RM 312 NEW YORK, NY 10002",NEW YORK,10002,No,0.733,35223.3,0.02,0.02,0.45,0.49,0.94,0.02,0.94,0.18,0.9,Meeting Target,0.93,Exceeding Target,0.85,Meeting Target,0.88,Exceeding Target,0.87,Meeting Target,0.9,Meeting Target,Meeting Target,2.72,2.83,44,2,1,0,0,0,44,3,1,0,0,0,NA,NA,NA,NA,NA,NA,5.550000000000001,3,4,3,4,3,3,0.045454545454545456,0.5,0,0,0,1,0.3333333333333333,0,0,0,2
HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,84M335,4,40.799315,-73.933952,"2351 1ST AVE-4TH FL NEW YORK, NY 10035",NEW YORK,10035,No,0.722,30184.66,0.05,0,0.65,0.33,0.98,0.01,0.95,0.14,0.86,Meeting Target,0.86,Meeting Target,0.8,Meeting Target,0.81,Meeting Target,0.81,Approaching Target,0.9,Meeting Target,Meeting Target,2.36,2.72,47,3,1,2,0,0,47,2,2,0,0,0,NA,NA,NA,NA,NA,NA,5.08,3,3,3,3,2,3,0.06382978723404255,0.3333333333333333,0.6666666666666666,0,0,1,1,0,0,0,5
KIPP INFINITY CHARTER SCHOOL,84M336,5,40.819764,-73.95724,"625 W 133 ST-RM 308D NEW YORK, NY 10027",NEW YORK,10027,No,0.798,33303.04,0.12,0,0.3,0.68,0.98,0.01,0.96,0.12,0.93,Exceeding Target,0.95,Exceeding Target,0.88,Exceeding Target,0.94,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,Exceeding Target,2.6,3.13,78,10,0,7,0,0,78,45,0,38,0,0,82.33333333333333,49.333333333333336,10.833333333333334,0.005991902834008101,0.0013157894736842098,0.2195945945945946,5.73,4,4,4,4,4,4,0.1282051282051282,0,0.7,0,0,1,0,0.8444444444444444,0,0,45
HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,84M341,5,40.806204,-73.94102,"35 E 125TH ST NEW YORK, NY 10035",NEW YORK,10035,No,0.757,35109.03,0.03,0,0.84,0.13,0.97,0,0.95,0.14,0.86,Meeting Target,0.85,Meeting Target,0.8,Meeting Target,0.8,Meeting Target,0.83,Approaching Target,0.88,Meeting Target,Exceeding Target,2.57,3.13,73,9,8,1,0,0,73,19,18,1,0,0,62.25,10.25,8.125,0.00164658634538153,0.0013052208835341401,0.7926829268292683,5.699999999999999,3,3,3,3,2,3,0.1232876712328767,0.8888888888888888,0.1111111111111111,0,0,1,0.9473684210526315,0.05263157894736842,0,0,28
DEMOCRACY PREP CHARTER SCHOOL,84M350,5,40.814949,-73.945808,"222 W 134TH ST NEW YORK, NY 10030",NEW YORK,10030,No,0.714,NA,0.03,0.01,0.67,0.29,0.97,0.01,0.95,0.15,0.91,Exceeding Target,0.96,Exceeding Target,0.86,Exceeding Target,0.91,Exceeding Target,0.82,Meeting Target,0.93,Meeting Target,Exceeding Target,2.64,3.07,105,10,7,3,0,0,77,11,9,2,0,0,117.875,18.125,12.5,0.0015376458112407198,0.00106044538706257,0.6896551724137931,5.71,4,4,4,4,3,3,0.09523809523809523,0.7,0.3,0,0,1,0.8181818181818182,0.18181818181818182,0,0,21
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,84M351,3,40.803013,-73.948255,"34 W 118TH ST-2ND FL NEW YORK, NY 10026",NEW YORK,10026,No,0.712,39861.23,0.03,0.01,0.74,0.21,0.95,0.01,0,1,0.96,Exceeding Target,0.93,Exceeding Target,0.83,Approaching Target,0.84,Meeting Target,0.94,Exceeding Target,0.89,Meeting Target,Meeting Target,3.06,3.79,232,79,59,19,0,0,232,136,107,27,0,0,NA,NA,NA,NA,NA,NA,6.85,4,4,2,3,4,3,0.34051724137931033,0.7468354430379747,0.24050632911392406,0,0,1,0.7867647058823529,0.19852941176470587,0,0,212
NEW HEIGHTS ACADEMY CHARTER SCHOOL,84M353,6,40.828615,-73.945402,"1818 AMSTERDAM AVE NEW YORK, NY 10031",NEW YORK,10031,No,0.838,NA,0.11,0,0.04,0.96,1,0,0.96,0.1,0.84,Approaching Target,0.89,Meeting Target,0.84,Meeting Target,0.78,Approaching Target,0.78,Meeting Target,0.89,Meeting Target,Approaching Target,2.37,2.38,99,3,0,0,0,0,100,8,0,0,0,0,NA,NA,NA,NA,NA,NA,4.75,2,3,3,2,3,3,0.030303030303030304,0,0,0,0,1,0,0,0,0,0
DREAM CHARTER SCHOOL,84M382,4,40.788341,-73.944095,"1991 2ND AVE NEW YORK, NY 10029",NEW YORK,10029,No,0.806,32207.34,0.06,0.01,0.32,0.65,0.97,0.01,0.94,0.16,0.87,Approaching Target,0.93,Exceeding Target,0.82,Meeting Target,0.85,Meeting Target,0.9,Exceeding Target,0.89,Meeting Target,Exceeding Target,2.51,2.85,46,10,2,8,0,0,46,3,1,2,0,0,NA,NA,NA,NA,NA,NA,5.359999999999999,2,4,3,3,4,3,0.21739130434782608,0.2,0.8,0,0,1,0.3333333333333333,0.6666666666666666,0,0,13
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,84M384,5,40.805719,-73.935335,"144 E 128TH ST-3RD FL NEW YORK, NY 10035",NEW YORK,10035,No,0.734,32064.6,0.04,0.01,0.73,0.23,0.97,0.01,0,1,0.9,Meeting Target,0.94,Exceeding Target,0.87,Approaching Target,0.89,Exceeding Target,0.92,Exceeding Target,0.92,Meeting Target,Meeting Target,3.17,3.68,0,0,0,0,0,0,0,0,0,0,0,0,70,34,32,0.00485714285714286,0.00457142857142857,0.9411764705882353,6.85,3,4,2,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,84M385,4,40.796046,-73.944549,"141 E 111TH ST-3RD FL NEW YORK, NY 10029",NEW YORK,10029,No,0.72,32322.71,0.04,0.01,0.61,0.34,0.94,0.02,0,1,0.94,Meeting Target,0.94,Exceeding Target,0.88,Meeting Target,0.87,Exceeding Target,0.92,Exceeding Target,0.92,Meeting Target,Exceeding Target,3.29,3.89,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.18,3,4,3,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,84M386,3,40.801651,-73.955295,"240 W 113TH ST-3RD FL NEW YORK, NY 10026",NEW YORK,10026,No,0.711,39952.74,0.05,0.01,0.66,0.28,0.94,0.03,0,1,0.99,Exceeding Target,0.95,Exceeding Target,0.91,Meeting Target,0.91,Exceeding Target,0.94,N/A,0.95,N/A,Exceeding Target,3.23,3.95,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.18,4,4,3,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,84M388,5,40.814949,-73.945808,"222 W 134TH ST-RM 111 NEW YORK, NY 10030",NEW YORK,10030,No,0.818,NA,0.09,0.01,0.66,0.29,0.95,0.01,0.95,0.05,0.87,Meeting Target,0.94,Exceeding Target,0.91,Exceeding Target,0.88,Meeting Target,0.82,Meeting Target,0.94,Exceeding Target,Approaching Target,2.13,2.29,67,2,1,0,0,0,66,3,0,0,0,0,76.25,21,17,0.00275409836065574,0.00222950819672131,0.8095238095238095,4.42,3,4,4,3,3,4,0.029850746268656716,0.5,0,0,0,1,0,0,0,0,1
THE EQUITY PROJECT CHARTER SCHOOL (TEP),84M430,6,40.863962,-73.933043,"549 AUDUBON AVE-TRAILER 30 NEW YORK, NY 10040",NEW YORK,10040,No,0.811,NA,0.22,0,0.06,0.92,0.98,0.01,0.97,0.04,0.96,Exceeding Target,0.94,Exceeding Target,0.92,Exceeding Target,0.93,Exceeding Target,0.84,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.35,2.75,109,11,0,10,0,0,110,22,2,19,0,0,NA,NA,NA,NA,NA,NA,5.1,4,4,4,4,3,4,0.10091743119266056,0,0.9090909090909091,0,0,1,0.09090909090909091,0.8636363636363636,0,0,31
